Protein accession	Gene	Associated gene ID	Description	Coverage	# Proteins	Proteins in group	miR FASP_# Unique peptides	miR FASP_# Peptides	miR FASP_# PSMs	miR FASP_Protein error probability	miR FASP_q-value	miR FASP_PEP	miR FASP_MS1 precursor area	miR FASP_tmt10plex_126	miR FASP_tmt10plex_126 - # quanted PSMs	miR FASP_tmt10plex_127N	miR FASP_tmt10plex_127N - # quanted PSMs	miR FASP_tmt10plex_127C	miR FASP_tmt10plex_127C - # quanted PSMs	miR FASP_tmt10plex_128N	miR FASP_tmt10plex_128N - # quanted PSMs	miR FASP_tmt10plex_128C	miR FASP_tmt10plex_128C - # quanted PSMs	miR FASP_tmt10plex_129N	miR FASP_tmt10plex_129N - # quanted PSMs	miR FASP_tmt10plex_129C	miR FASP_tmt10plex_129C - # quanted PSMs	miR FASP_tmt10plex_130N	miR FASP_tmt10plex_130N - # quanted PSMs	miR FASP_tmt10plex_130C	miR FASP_tmt10plex_130C - # quanted PSMs	miR FASP_tmt10plex_131	miR FASP_tmt10plex_131 - # quanted PSMs
ACACB	NA	ENSG00000076555	acetyl-CoA carboxylase beta [Source:HGNC Symbol;Acc:HGNC:85]	NA	na	NA	1	14	26	0.0899749	0.08404865	1.0	1666998.0	1.08817753998002	1	1.06574508668194	1	0.959951879411128	1	1.07795211488221	1	1.13777914670543	1	0.942939763443072	1	0.619404599764291	1	0.795235692097485	1	0.834246960990184	1	0.913094542568064	1
ACAD10	NA	ENSG00000111271	acyl-CoA dehydrogenase family, member 10 [Source:HGNC Symbol;Acc:HGNC:21597]	NA	na	NA	16	16	19	5.489913121571124e-60	0.0	0.00162245	16871927.333333332	1.0418138782176	19	0.880184688508541	19	0.83409490795841	18	0.999288183487926	19	0.976038006797129	19	0.86295246691629	19	0.985885565525351	19	1.02174852803412	19	1.00661025633428	19	0.915155101173669	19
ACAD11	NA	ENSG00000240303	acyl-CoA dehydrogenase family, member 11 [Source:HGNC Symbol;Acc:HGNC:30211]	NA	na	NA	8	8	13	2.8859291779573234e-38	0.0	0.00162245	34787268.0	0.92929881429844	13	0.937273944586491	13	0.955284416778134	13	1.05370027910512	13	1.03552064616502	13	0.871119175833902	13	1.1530496293019	13	1.04559287881673	13	1.00132325603016	13	0.910379681743209	13
ACAD8	NA	ENSG00000151498	acyl-CoA dehydrogenase family, member 8 [Source:HGNC Symbol;Acc:HGNC:87]	NA	na	NA	5	5	9	3.0023511466584466e-21	0.0	0.00162245	12648898.666666666	1.03445952848413	9	1.04826790829811	9	1.05001056789576	9	1.19885000579997	9	0.964981542801612	9	0.877796395851557	9	1.07555322059813	9	1.02179915029725	9	1.00644943967546	9	0.91561041408653	9
ACAD9	NA	ENSG00000177646	acyl-CoA dehydrogenase family, member 9 [Source:HGNC Symbol;Acc:HGNC:21497]	NA	na	NA	24	24	58	6.814771595540926e-93	0.0	0.00162245	72503384.0	0.951355624210573	58	0.964174329703574	57	0.886682854777437	57	0.974686696458813	58	0.981941313488331	57	0.832396946812964	57	1.0617246359253	58	1.05495235420573	58	0.993226114771552	58	0.899050060393449	58
ACADM	NA	ENSG00000117054	acyl-CoA dehydrogenase, C-4 to C-12 straight chain [Source:HGNC Symbol;Acc:HGNC:89]	NA	na	NA	18	18	53	3.3359050970543356e-75	0.0	0.00162245	212756458.66666666	1.00732121332807	53	1.02341910349868	53	0.898173448914283	53	1.02062769914735	53	1.02952802575227	53	0.942475942166161	53	1.00045386693515	53	0.982125054773344	53	1.03540367629646	53	0.990256071255428	53
ACADS	NA	ENSG00000122971	acyl-CoA dehydrogenase, C-2 to C-3 short chain [Source:HGNC Symbol;Acc:HGNC:90]	NA	na	NA	7	7	12	1.433310787177697e-35	0.0	0.00162245	14757750.0	0.93314755326652	12	1.16031516702109	11	0.962544144480839	12	1.07876523588029	12	1.06616857117859	11	0.99725877479328	12	1.12152380492374	12	1.04751409112931	12	1.13474903402426	12	0.946706335018357	12
ACADSB	NA	ENSG00000196177	acyl-CoA dehydrogenase, short/branched chain [Source:HGNC Symbol;Acc:HGNC:91]	NA	na	NA	15	15	26	3.5482525381716224e-80	0.0	0.00162245	30164360.666666668	0.994493339305683	26	1.04165055957281	26	0.894969906030591	26	0.992637313330131	26	1.04734731953819	26	0.911749999248686	26	1.01914451173782	26	0.97525161968234	26	1.03188484526274	26	1.04562277809821	26
ACADVL	NA	ENSG00000072778	acyl-CoA dehydrogenase, very long chain [Source:HGNC Symbol;Acc:HGNC:92]	NA	na	NA	23	24	68	1.757432671383327e-117	0.0	0.00162245	235750458.66666666	0.961469846760339	67	0.990602275127932	67	0.864635785111116	67	1.00810146319234	67	1.01963809314408	67	0.846773403508531	67	1.06434210339217	67	1.02886569104871	67	1.03451541778486	67	0.912754903469112	67
ACAP2	NA	ENSG00000114331	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2 [Source:HGNC Symbol;Acc:HGNC:16469]	NA	na	NA	27	29	62	3.635420701173632e-141	0.0	0.00162245	100595029.33333333	0.96604652581628	56	1.03445876042124	56	1.05409039341346	56	1.01697765911589	56	1.01358437916588	56	0.904161002781377	56	1.12149894503765	56	1.02153826735886	56	1.01909257212626	56	0.964615984383293	56
ACAP3	NA	ENSG00000131584	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3 [Source:HGNC Symbol;Acc:HGNC:16754]	NA	na	NA	3	5	9	9.885574212934287e-08	0.0	0.00162245	9598631.5	1.05997335310303	3	1.05427653769111	3	0.864506604941846	3	1.04397965988507	3	0.752935568481347	2	0.919416362128445	3	1.34175721920869	3	1.04263590262463	3	1.42663786209962	3	1.39707209630963	2
ACAT1	NA	ENSG00000075239	acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]	NA	na	NA	24	24	96	1.9674997040418622e-121	0.0	0.00162245	306265978.6666667	1.06215907598576	96	0.988176656151631	94	0.880332932867289	95	0.979417256066113	95	0.955921957393867	95	0.92829904228956	95	0.975374249671683	95	0.980440298005343	96	1.05270575327333	95	0.998423557170022	96
ACAT2	NA	ENSG00000120437	acetyl-CoA acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:94]	NA	na	NA	15	15	51	1.1345377328673024e-83	0.0	0.00162245	246039634.66666666	0.995380522436643	51	1.00085793689124	46	0.979527865978766	51	1.03423893048043	51	0.961870196481577	51	0.952497240422993	50	1.00419633166114	50	1.03808233822577	49	1.06006893227876	51	0.977053060472002	51
ACBD3	NA	ENSG00000182827	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]	NA	na	NA	14	14	42	4.494146091970596e-96	0.0	0.00162245	147936736.0	0.984866919397869	41	0.945264677015955	41	1.00139054242623	42	1.01796315032102	42	0.971787431695379	41	0.983884070470886	42	1.03854544057854	41	1.02764935576931	42	1.01302149509811	42	1.00738797103194	42
ACBD5	NA	ENSG00000107897	acyl-CoA binding domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23338]	NA	na	NA	12	12	21	1.4313138765713376e-45	0.0	0.00162245	68331408.0	1.03578967146202	21	1.31578233437011	21	0.830136741519312	21	1.17797680764938	21	1.01793279996787	21	0.981209056010649	21	1.1540251231324	21	0.921884467947637	21	1.20922041855053	21	0.833061407522298	21
ACBD7	NA	ENSG00000176244	acyl-CoA binding domain containing 7 [Source:HGNC Symbol;Acc:HGNC:17715]	NA	na	NA	3	3	8	1.1883993518960409e-20	0.0	0.00162245	14536349.0	1.04955518328094	8	1.00509301609149	8	0.737106094958718	8	0.770679780573536	8	1.04639961508089	8	0.840590702819268	8	0.766071038461212	8	0.940520427224879	8	0.942231845818363	8	0.821074793083107	8
ACD	NA	ENSG00000102977	adrenocortical dysplasia homolog (mouse) [Source:HGNC Symbol;Acc:HGNC:25070]	NA	na	NA	2	2	2	2.5376154084e-06	0.000269579	0.04036305	2391042.0	1.03900482522958	2	0.811137545260767	2	0.929631957387997	2	0.846366622432909	2	1.02708532005202	2	0.868831966302621	2	0.986145386982778	2	0.943579467978138	2	0.909302089756613	2	0.873998395355434	2
ACIN1	NA	ENSG00000100813	apoptotic chromatin condensation inducer 1 [Source:HGNC Symbol;Acc:HGNC:17066]	NA	na	NA	58	61	204	3.084592929193604e-269	0.0	0.00162245	2426026645.3333335	1.03936820787481	192	1.1205786687636	194	1.0421829268308	193	1.06349180742149	195	1.0247713005777	195	1.32476966251008	196	0.967008104547264	195	0.928498766102979	194	1.0479785506808	196	1.1758032631483	196
ACLY	NA	ENSG00000131473	ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]	NA	na	NA	67	67	379	1.644708854e-315	0.0	0.00162245	758707456.0	0.961215054951001	367	0.926938274267195	358	1.07164069794848	373	1.01743070246288	372	0.970170523280681	366	0.91647951064171	372	1.09183592663746	371	1.06896942726959	373	0.988866374067437	375	1.00943435543709	375
ACN9	NA	ENSG00000196636	ACN9 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:21752]	NA	na	NA	6	6	8	1.518209789483371e-26	0.0	0.00162245	15661835.0	1.04476094104436	8	1.16972543400344	8	0.870043542455267	8	1.1089316305307	8	1.00016986176488	8	0.976442335181308	8	1.04114502344931	8	0.93421903433273	8	1.13207820852426	8	0.920980972862079	8
ACO1	NA	ENSG00000122729	aconitase 1, soluble [Source:HGNC Symbol;Acc:HGNC:117]	NA	na	NA	20	21	40	1.9613042949276507e-79	0.0	0.00162245	49765221.333333336	0.992118934459721	39	0.878293431660299	36	1.08496038829879	39	0.997902745350141	37	0.987162132465225	39	0.95477017896125	38	0.965060399342344	39	1.03491058118385	39	0.981175511452342	39	1.02097410205794	39
ACO2	NA	ENSG00000100412	aconitase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:118]	NA	na	NA	37	37	182	1.3000561050829335e-222	0.0	0.00162245	337444938.6666667	1.0752448595069	182	0.93957757522297	178	0.875704702449094	182	1.01238772021229	182	1.02190996568529	182	0.986949054428882	182	0.98220167828539	182	0.912219941452346	181	0.930292812947853	182	1.02664401507344	182
ACOT11	NA	ENSG00000162390	acyl-CoA thioesterase 11 [Source:HGNC Symbol;Acc:HGNC:18156]	NA	na	NA	5	6	9	1.629894350379773e-19	0.0	0.00162245	20843547.666666668	0.947912255788326	7	0.902339812438866	6	1.04105622644317	7	1.05349061033578	7	1.05777244061722	7	0.911201869269235	7	1.02671672782622	7	0.99858164920399	7	0.998661330531487	7	0.978514153838663	7
ACOT13	NA	ENSG00000112304	acyl-CoA thioesterase 13 [Source:HGNC Symbol;Acc:HGNC:20999]	NA	na	NA	5	5	13	7.341718335952673e-16	0.0	0.00162245	19881517.333333332	1.07362962115825	13	0.893458430169287	13	0.861496752772554	12	0.905560170894754	13	0.969438094306198	13	0.840563218337104	13	0.9841941165012	13	0.959980474496935	13	1.04073601453634	13	0.968022177503633	13
ACOT7	NA	ENSG00000097021	acyl-CoA thioesterase 7 [Source:HGNC Symbol;Acc:HGNC:24157]	NA	na	NA	18	18	52	1.5380412789478898e-86	0.0	0.00162245	173668970.66666666	0.95656704237214	51	0.924148145046289	52	0.974517312509557	52	1.00541131249551	52	0.961002676728883	52	0.920197803854435	52	1.06426524911446	52	1.07316576772614	52	1.0202807403106	52	0.95564717593772	52
ACOT8	NA	ENSG00000101473	acyl-CoA thioesterase 8 [Source:HGNC Symbol;Acc:HGNC:15919]	NA	na	NA	5	5	7	4.797392256016062e-26	0.0	0.00162245	32566481.333333332	1.02971701297913	7	0.984054099654922	7	0.971215430216931	7	1.06167886740127	7	1.01833419487397	7	0.885409202730277	7	1.07019403819355	7	1.05658454663535	7	1.06735624910072	7	0.940106956751202	7
ACOT9	NA	ENSG00000123130	acyl-CoA thioesterase 9 [Source:HGNC Symbol;Acc:HGNC:17152]	NA	na	NA	13	13	34	1.908868897536524e-69	0.0	0.00162245	83502349.33333333	0.943692127053866	32	1.0459118731888	34	0.990533837204953	33	0.938863983365237	33	0.979071330477956	33	0.852601434342037	34	1.05654427702378	34	1.07358441202028	34	1.00864506675855	34	0.996013040499449	34
ACOX1	NA	ENSG00000161533	acyl-CoA oxidase 1, palmitoyl [Source:HGNC Symbol;Acc:HGNC:119]	NA	na	NA	19	19	33	9.011101749386768e-128	0.0	0.00162245	62340082.666666664	0.940406478222489	33	0.961972171759922	33	1.02902678789599	32	1.13196548541259	33	1.02187710884965	33	0.940726518845864	33	1.23452460692595	33	1.01321115563424	33	1.10455883350893	33	1.07322317100954	33
ACOX2	NA	ENSG00000168306	acyl-CoA oxidase 2, branched chain [Source:HGNC Symbol;Acc:HGNC:120]	NA	na	NA	9	9	10	6.958757655829532e-31	0.0	0.00162245	16456804.666666666	0.928879957691452	10	1.12034805490568	10	0.909495976925603	10	1.25199539104947	10	1.03456822026499	10	0.939544535407783	10	1.20238717351205	10	1.0447882976131	10	1.12746667727777	10	0.959886613662735	10
ACOX3	NA	ENSG00000087008	acyl-CoA oxidase 3, pristanoyl [Source:HGNC Symbol;Acc:HGNC:121]	NA	na	NA	15	15	29	1.1662696790927516e-75	0.0	0.00162245	64989426.666666664	0.958304968404492	29	0.945602996528754	28	0.979541649461897	29	1.0525653751488	29	0.960081731408063	29	0.875843994459804	29	1.16880161985974	29	1.05892407107572	29	1.0668495181723	29	0.99330780200178	29
ACP1	NA	ENSG00000143727	acid phosphatase 1, soluble [Source:HGNC Symbol;Acc:HGNC:122]	NA	na	NA	7	7	41	4.6302199915792945e-45	0.0	0.00162245	130627600.0	1.024763191299	41	1.07571992816918	41	0.951638260106427	41	1.0382973588157	41	1.03181525157243	41	1.10626099176086	41	0.976217914691159	41	0.950599724359785	41	1.0433101567341	41	1.05036135806785	41
ACP2	NA	ENSG00000134575	acid phosphatase 2, lysosomal [Source:HGNC Symbol;Acc:HGNC:123]	NA	na	NA	5	6	7	1.3855100156903912e-21	0.0	0.00162245	29102477.0	0.931750272405999	6	1.01191342835516	6	0.99456160435871	6	1.08574260915229	6	1.02715213311604	6	0.945937210380743	6	1.14986936643268	6	1.03567734131477	6	1.03886621829113	6	0.981705219895339	6
ACP6	NA	ENSG00000162836	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:HGNC:29609]	NA	na	NA	2	2	2	5.18332555032e-09	0.0	0.00162245	516829.5	0.987564274439495	2	0.929177663690314	1	0.729172632690142	2	0.826751660728402	2	0.923055339145895	1	0.714028943259655	2	0.849724845085195	2	1.04228946339989	2	0.957291346829853	2	0.787855592501461	2
ACSBG2	NA	ENSG00000130377	acyl-CoA synthetase bubblegum family member 2 [Source:HGNC Symbol;Acc:HGNC:24174]	NA	na	NA	1	1	1	0.256183	0.10031	1.0	510112.0	1.11815193009305	1	1.50628682471944	1	1.12684890290135	1	1.49922794230303	1	0.824167857496712	1	1.20530961092806	1	NA	0	1.06012513914982	1	NA	0	1.89095797127181	1
ACSF2	NA	ENSG00000167107	acyl-CoA synthetase family member 2 [Source:HGNC Symbol;Acc:HGNC:26101]	NA	na	NA	11	11	24	7.855845204825944e-43	0.0	0.00162245	213894769.33333334	0.980763428402124	24	0.953353811918085	24	0.926954732419608	24	1.06089479730543	24	0.968566516370888	24	0.918952582833178	24	1.11998780043849	24	1.00273535942589	24	1.07163497154501	24	0.942582791582407	24
ACSF3	NA	ENSG00000176715	acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:HGNC:27288]	NA	na	NA	12	12	20	3.8268983052274732e-31	0.0	0.00162245	35097217.333333336	0.929344609523232	19	1.00177920009513	17	1.05670668538179	18	1.05923442024392	18	0.981518675377215	18	0.904068392389013	18	1.13403763955185	19	1.07632340066891	19	0.97119026473196	19	0.995379900078587	20
ACSL1	NA	ENSG00000151726	acyl-CoA synthetase long-chain family member 1 [Source:HGNC Symbol;Acc:HGNC:3569]	NA	na	NA	18	21	38	6.27568062812174e-73	0.0	0.00162245	550878506.6666666	0.982933569314555	28	0.923522045578948	28	0.947103400022403	29	0.915788561464121	28	0.992623338024798	29	0.842269646163067	28	0.961603468111224	28	1.02713291412817	29	0.993965760909228	28	0.922787058988067	29
ACSL3	NA	ENSG00000123983	acyl-CoA synthetase long-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]	NA	na	NA	25	27	99	1.4442846735901185e-152	0.0	0.00162245	324657754.6666667	0.9111463238608	86	0.905574585519045	86	1.0907738297063	88	1.06939732932515	88	1.01118287733398	88	0.950040291241896	87	1.15995690784763	88	1.07414010733935	88	0.961246554490031	88	1.02195929535009	88
ACSL4	NA	ENSG00000068366	acyl-CoA synthetase long-chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]	NA	na	NA	33	35	111	8.712933452281698e-206	0.0	0.00162245	394690965.3333333	0.948159347281883	100	0.952377376413704	100	1.08872039878774	100	0.956690159969161	99	0.962694758016231	100	0.877534832010985	100	1.01566520096127	100	1.07208518895048	100	1.01493863159839	100	0.979632815897738	100
ACSL6	NA	ENSG00000164398	acyl-CoA synthetase long-chain family member 6 [Source:HGNC Symbol;Acc:HGNC:16496]	NA	na	NA	1	3	5	0.244591	0.10031	1.0	33469632.0	1.29390233508951	1	1.07158637758473	1	0.582953278725008	1	1.12676272893075	1	0.672473549051814	1	0.99098862229802	1	1.13507794481396	1	1.040239310937	1	0.920000432502637	1	0.669191124283648	1
ACSM3	NA	ENSG00000005187	acyl-CoA synthetase medium-chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	NA	na	NA	1	1	1	0.000533511	0.000269579	0.1121595	1538649.0	0.928896046510601	1	0.908306853591181	1	0.910154472723614	1	0.96427394285744	1	0.93351541410192	1	0.768843606731045	1	1.0454662868209	1	1.13189068221681	1	1.11785362738992	1	0.945748111954468	1
ACSS1	NA	ENSG00000154930	acyl-CoA synthetase short-chain family member 1 [Source:HGNC Symbol;Acc:HGNC:16091]	NA	na	NA	8	8	13	4.03954773913788e-24	0.0	0.00162245	15245811.666666666	0.984494742581256	13	0.962559631017549	12	0.871921064055017	13	1.01404609647	13	1.00762571901204	13	0.829122097418316	13	1.01093480663286	13	0.989282812421853	13	1.00008116680747	13	0.865969674574601	13
ACSS2	NA	ENSG00000131069	acyl-CoA synthetase short-chain family member 2 [Source:HGNC Symbol;Acc:HGNC:15814]	NA	na	NA	14	14	21	4.6260542120871345e-58	0.0	0.00162245	70787649.33333333	0.930433968258232	21	1.04720811728322	20	1.06307660750007	21	1.06036018306036	20	1.03697925202234	20	0.949303441423525	20	1.19663164262116	21	0.976374967314133	21	1.06922050052609	21	0.954578683979282	21
ACTA1	NA	ENSG00000143632	actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]	NA	na	NA	2	28	1300	1.42172583728e-07	0.0	0.00162245	12274719.0	1.03420467894509	4	0.830225713613931	4	1.08394223983686	4	1.32781884015137	4	1.24407388101635	4	1.06189557291222	4	1.21916762741943	4	0.706496249141534	4	1.21584841820712	4	1.32259593362118	4
ACTA2	NA	ENSG00000107796	actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:HGNC:130]	NA	na	NA	1	28	1301	0.160015	0.10031	1.0	2315743.0	0.992826877978616	1	1.05412543572042	1	0.999447701735597	1	0.311572529953684	1	1.01433098588553	1	1.37668799966684	1	0.495607147593506	1	0.997858108075221	1	1.05876175202096	1	1.50823782897189	1
ACTB	NA	ENSG00000075624	actin, beta [Source:HGNC Symbol;Acc:HGNC:132]	NA	na	NA	2	44	2475	3.0529068263e-18	0.0	0.00162245	156502009.33333334	0.970908712013915	13	1.01680218214835	13	1.03076904684138	13	1.3357722471352	13	1.03965729840004	12	0.93987488273965	13	1.15736444048983	13	0.984572813791747	13	1.01059078180069	13	1.06441913748686	13
ACTBL2	NA	ENSG00000169067	actin, beta-like 2 [Source:HGNC Symbol;Acc:HGNC:17780]	NA	na	NA	6	19	880	5.711143089006623e-20	0.0	0.00162245	29379246.0	0.970546830048311	18	0.958783430401356	18	0.922942210313126	18	1.05762535218077	18	0.949769845294846	18	0.976490038448324	18	1.04666035512122	18	1.02784188998017	18	1.0906089796615	18	1.03178528339077	18
ACTG1	NA	ENSG00000184009	actin gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]	NA	na	NA	2	44	2488	5.2828360000000005e-22	0.0	0.00162245	483454448.0	1.01793834841228	26	0.928440408352246	25	1.03001440988347	26	1.1513076496407	26	0.999382295336753	26	0.992544660215246	26	1.22453170263473	26	0.972839430393866	26	0.99921415026503	26	1.00537827505131	26
ACTL6A	NA	ENSG00000136518	actin-like 6A [Source:HGNC Symbol;Acc:HGNC:24124]	NA	na	NA	17	20	51	8.531734338669556e-118	0.0	0.00162245	129398680.0	1.01150918718526	41	0.936093632717959	41	0.915247482976471	41	0.847865514965325	41	0.972345507325758	41	0.930525101133833	41	0.863492349172164	41	0.991325528270525	41	1.00366796066493	41	0.98026101817779	41
ACTL8	NA	ENSG00000117148	actin-like 8 [Source:HGNC Symbol;Acc:HGNC:24018]	NA	na	NA	1	1	1	0.29094	0.10031	1.0	NA	1.432020180517	1	0.745471015672747	1	0.386244207931588	1	1.17905310850674	1	NA	0	0.58428476710046	1	1.10873581626354	1	0.588820254356158	1	0.415593014535167	1	0.827886049201465	1
ACTN1	NA	ENSG00000072110	actinin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]	NA	na	NA	51	76	1012	0.0	0.0	0.00162245	1839685120.0	1.02983568424931	666	1.031458809284	656	0.938732155345594	665	0.984416829004894	669	0.998715359479959	660	1.0059844961288	665	0.961232155557457	660	0.974498332797621	669	1.021550359914	673	0.997669628640253	668
ACTN3	NA	ENSG00000248746	actinin, alpha 3 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:165]	NA	na	NA	1	12	151	6.52888e-05	0.0	0.00162245	608161.0	0.885415552730203	2	0.677542545438356	1	1.32145184561051	2	0.74266661053475	2	0.633958122303772	2	1.35280165148859	2	0.947619668790117	2	1.45110093425589	2	1.1189178341167	2	1.07093696407405	2
ACTN4	NA	ENSG00000130402	actinin, alpha 4 [Source:HGNC Symbol;Acc:HGNC:166]	NA	na	NA	59	80	781	0.0	0.0	0.00162245	1773407616.0	1.01485625598349	473	1.07191997433198	473	0.895398770215732	474	1.04376635217016	473	0.996324358405715	471	0.975876369116193	472	1.00057281670531	474	0.986520416135162	470	1.0214013212772	473	0.964193440175567	474
ACTR10	NA	ENSG00000131966	actin-related protein 10 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:17372]	NA	na	NA	12	12	19	4.374022564725856e-55	0.0	0.00162245	1063898578.6666666	0.958729814788557	19	0.992573933456374	19	1.00635718567973	19	1.01280051575411	19	1.02861274369179	19	0.999014858623772	19	1.08325375629684	19	0.968425975794544	19	1.0673693394269	19	1.01635886352488	19
ACTR1A	NA	ENSG00000138107	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast) [Source:HGNC Symbol;Acc:HGNC:167]	NA	na	NA	12	19	70	6.144112452899377e-65	0.0	0.00162245	214464378.66666666	0.928948963124417	48	0.994370956973932	47	1.03589906770735	48	1.01397964897433	48	0.989245847193202	48	0.912059542686847	48	1.03913031851985	48	1.07461272209943	48	1.0391144635712	48	1.02093076784234	48
ACTR1B	NA	ENSG00000115073	ARP1 actin-related protein 1 homolog B, centractin beta (yeast) [Source:HGNC Symbol;Acc:HGNC:168]	NA	na	NA	6	13	32	2.0448026277493064e-45	0.0	0.00162245	83192544.66666667	0.93459562540546	10	0.928447368142538	10	0.948809838628549	10	0.922802647448106	10	0.958384822992419	10	0.787510366136443	10	0.905072270926241	10	1.01026336993021	10	1.06242116431639	10	0.929191000218501	10
ACTR2	NA	ENSG00000138071	ARP2 actin-related protein 2 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:169]	NA	na	NA	27	27	135	1.2124087746968023e-96	0.0	0.00162245	1376438890.6666667	0.951640497619426	131	0.985249435706044	130	1.03275140924281	134	1.00483937038141	133	0.967819753337231	133	0.943072310426669	132	1.06187152147761	134	1.07669694188061	133	0.967447106304225	134	0.968587110525861	134
ACTR3	NA	ENSG00000115091	ARP3 actin-related protein 3 homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:170]	NA	na	NA	21	25	180	9.464823446571661e-150	0.0	0.00162245	624594592.0	0.987795189507414	155	1.00054486712122	153	0.966615402430165	156	1.0562016431995	155	0.99927503995675	155	0.95629044457367	156	1.01090825829573	154	0.999694669017396	156	1.02127003334989	156	0.986664867390808	156
