protein,imputed,n,average_expression,proportional_expression,foldchange,log2_foldchange,p_value,adj_p_value,normalization,abundance_control_1,abundance_control_2,abundance_control_3,abundance_knockdown_1,abundance_knockdown_2,abundance_knockdown_3,description,biological_process,cellular_component,molecular_function,gene_id_entrez,gene_name,wiki_pathway,reactome_pathway,gene_id_ensemble
Q8WVX9,0,6,12278639.40625,4.7529950198104246e-5,3.6045979979992073,1.8498383721895164,0.11393424603607058,0.6429522395902524,raw,4313978.0625,6197311.65625,4234812.71875,12840798.6875,30534778.625,15550156.6875,Fatty acyl-CoA reductase 1 OS=Homo sapiens OX=9606 GN=FAR1 PE=1 SV=1,cellular homeostasis,mitochondrion;nucleus,structural molecule activity,84188,FAR1,NA,Wax biosynthesis,ENSG00000197601
Q9NWU2,0,6,4916818.502604167,1.9032738956641964e-5,3.603960789277121,1.849583314863111,0.03439904449486527,0.6429522395902524,raw,2368319,2267879.078125,2272800.46875,8520508.4375,5536075.21875,8535328.8125,Glucose-induced degradation protein 8 homolog OS=Homo sapiens OX=9606 GN=GID8 PE=1 SV=1,cell death;cell organization and biogenesis;cellular homeostasis;development;metabolic process,cytosol;membrane;nucleus,structural molecule activity,54994,GID8,Ciliary landscape,NA,ENSG00000101193
Q9BWE0,0,6,412664.28125,1.5974011523105097e-6,3.5918836499886204,1.8447406183688548,1,1,raw,NA,297428.125,168336.3125,NA,NA,772228.40625,Replication initiator 1 OS=Homo sapiens OX=9606 GN=REPIN1 PE=1 SV=1,cell proliferation;cellular homeostasis;metabolic process,membrane;nucleus,RNA binding;structural molecule activity,29803,REPIN1,NA,NA,ENSG00000214022
Q99666,0,6,724899.8375,2.8060481324544035e-6,3.567739532767757,1.8350102933689552,0.04633765001755938,0.6429522395902524,raw,272827.5625,327796.03125,NA,1217816.28125,1121165.4375,684893.875,RANBP2-like and GRIP domain-containing protein 5/6 OS=Homo sapiens OX=9606 GN=RGPD5 PE=1 SV=3,conjugation;metabolic process,membrane;nucleus,NA,729540; 84220,RGPD5; RGPD6,NA,NA,ENSG00000015568; ENSG00000183054
Q9UPN4,0,6,793377.725,3.0711223377356233e-6,3.5369860092239964,1.8225205123769492,0.1330048252928013,0.6514609890946903,raw,160829.625,950100.3125,353724.125,NA,995733.9375,1506500.625,Centrosomal protein of 131 kDa OS=Homo sapiens OX=9606 GN=CEP131 PE=1 SV=3,cell differentiation;cell growth;conjugation;metabolic process,cytosol;endoplasmic reticulum;nucleus,structural molecule activity,22994,CEP131,NA,Recruitment of NuMA to mitotic centrosomes; Regulation of PLK1 Activity at G2/M Transition; Loss of Nlp from mitotic centrosomes; Recruitment of mitotic centrosome proteins and complexes; Anchoring of the basal body to the plasma membrane; AURKA Activation by TPX2,ENSG00000141577
Q9HBI6,0,6,1960782.84375,7.590084522336953e-6,3.525530832790219,1.8178404978451308,0.043066958896549754,0.6429522395902524,raw,716823.5625,833925.5,1000818.625,3987223.4375,2285875.875,2940030.0625,Cytochrome P450 4F11 OS=Homo sapiens OX=9606 GN=CYP4F11 PE=1 SV=3,cellular homeostasis;coagulation,cytoskeleton;extracellular;nucleus,structural molecule activity,57834,CYP4F11,Oxidation by cytochrome P450; Metapathway biotransformation Phase I and II,Synthesis of Leukotrienes (LT) and Eoxins (EX); Fatty acids; Miscellaneous substrates; Eicosanoids,ENSG00000171903
P78382,0,6,1170912.1614583333,4.532537757574411e-6,3.5243689920952317,1.8173649785141412,0.018990845939573668,0.6429522395902524,raw,476309.90625,408950.15625,1067716.03125,1685593.9375,1441291.25,1945611.6875,CMP-sialic acid transporter OS=Homo sapiens OX=9606 GN=SLC35A1 PE=1 SV=1,cell organization and biogenesis;cellular homeostasis;conjugation,cytoplasm;cytoskeleton;extracellular,catalytic activity,10559,SLC35A1,NA,Sialic acid metabolism; Transport of nucleotide sugars; Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F); Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F),ENSG00000164414
F8VZX2,0.16666666666666666,6,3659493.3802083335,1.416570129285323e-5,3.5112832335299324,1.8119983742101786,0.37005742827236376,0.8545843392672754,raw,5783105.5,498677.15625,1570942.625,5516024.5,2215859,6372351.5,Poly(rC)-binding protein 2 OS=Homo sapiens OX=9606 GN=PCBP2 PE=1 SV=1,NA,NA,RNA binding,NA,PCBP2,Ferroptosis; Modulators of TCR signaling and T cell activation,NA,ENSG00000197111
Q8ND04,0,6,360572.228125,1.3957556271973637e-6,3.5073210359097864,1.8103694909606312,0.15029678748280928,0.6638855679885327,raw,140142.0625,175417.5,NA,546469.078125,215387.140625,725445.359375,Protein SMG8 OS=Homo sapiens OX=9606 GN=SMG8 PE=1 SV=1,cellular component movement;cellular homeostasis;metabolic process,cytosol,NA,55181,SMG8,NA,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC),ENSG00000167447
Q9UBV2,0,6,10649296.1328125,4.122285035749152e-5,3.495704995789528,1.8055834402534643,0.007957089311532802,0.6429522395902524,raw,5380891.84375,3472885.703125,5286892.625,17238700,13706396.125,18810010.5,Protein sel-1 homolog 1 OS=Homo sapiens OX=9606 GN=SEL1L PE=1 SV=3,cell organization and biogenesis;cellular homeostasis;coagulation;conjugation;development;metabolic process,cytoskeleton;extracellular,NA,6400,SEL1L,Familial  hyperlipidemia type 1; Familial hyperlipidemia type 4; Familial hyperlipidemia type 5,ABC-family proteins mediated transport; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Defective CFTR causes cystic fibrosis; ER Quality Control Compartment (ERQC); Pre-NOTCH Processing in Golgi,ENSG00000071537
P63172,0,6,4281046.78125,1.6571700949617744e-5,3.4905420419205115,1.803451088145397,0.11105312296387473,0.6429522395902524,raw,1426749.125,2061729.375,2581673.09375,9080669.25,3338906.78125,7196553.0625,Dynein light chain Tctex-type 1 OS=Homo sapiens OX=9606 GN=DYNLT1 PE=1 SV=1,cell differentiation;cell growth;conjugation;defense response;metabolic process,cell surface;endoplasmic reticulum;extracellular;nucleus,structural molecule activity,6993,DYNLT1,Ciliary landscape; Intraflagellar transport proteins binding to dynein; Genes related to primary cilium development (based on CRISPR); 3q29 copy number variation syndrome,Neutrophil degranulation,ENSG00000146425
O75886,0.16666666666666666,6,3188558.3072916665,1.2342737052134813e-5,3.478058195111583,1.7982820721202009,0.3028159371757116,0.7825518083423609,raw,1381170.5625,4597341.5,445151,6059676.125,4803791.59375,1844219.0625,Signal transducing adapter molecule 2 OS=Homo sapiens OX=9606 GN=STAM2 PE=1 SV=1,cell growth;cell organization and biogenesis;cellular homeostasis;conjugation;development,cytoskeleton;cytosol;membrane;mitochondrion;nucleus,structural molecule activity,10254,STAM2,EGF/EGFR signaling pathway,Ub-specific processing proteases; Endosomal Sorting Complex Required For Transport (ESCRT); RHOU GTPase cycle; Cargo recognition for clathrin-mediated endocytosis; EGFR downregulation; Negative regulation of MET activity; InlB-mediated entry of Listeria monocytogenes into host cell,ENSG00000115145
P55268,0.3333333333333333,6,5170268.206380208,2.0013829075801884e-5,3.465129089389722,1.7929090993042855,0.022336869929015055,0.6429522395902524,raw,848712.5,3759663.80078125,2466783.875,9709000.9375,5689723.5625,8547724.5625,Laminin subunit beta-2 OS=Homo sapiens OX=9606 GN=LAMB2 PE=1 SV=2,cell communication;cell growth;coagulation;defense response;metabolic process,cell surface;chromosome;extracellular;nucleus,antioxidant activity;enzyme regulator activity;structural molecule activity,3913,LAMB2,Alpha 6 beta 4 signaling pathway; Primary focal segmental glomerulosclerosis (FSGS); miRNA targets in ECM and membrane receptors; Focal adhesion; Focal adhesion: PI3K-Akt-mTOR-signaling pathway; PI3K-Akt signaling pathway; Inflammatory response pathway; Small cell lung cancer; Nephrotic syndrome; Genes controlling nephrogenesis; Malignant pleural mesothelioma,ECM proteoglycans; Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Non-integrin membrane-ECM interactions; Laminin interactions; MET activates PTK2 signaling,ENSG00000172037
Q8NFJ5,0,6,16557983.494791668,6.409506011617915e-5,3.446218434105742,1.7850141478233745,0.036826938275479726,0.6429522395902524,raw,7356588.0625,7035099.875,6542583.28125,24244490.875,20698776.125,33470362.75,Retinoic acid-induced protein 3 OS=Homo sapiens OX=9606 GN=GPRC5A PE=1 SV=2,development;metabolic process,cytoplasm;cytoskeleton;membrane;nucleus,DNA binding;structural molecule activity,9052,GPRC5A,"GPCRs, class C metabotropic glutamate, pheromone",NA,ENSG00000013588
F8WAL6,0,6,1382048.8875,5.349836624470289e-6,3.4133267205947044,1.7711785145311305,0.34520552678828054,0.8277692477090556,raw,1443297.4375,NA,212170.46875,1968614.28125,1131699.6875,2154462.5625,Abl interactor 2 OS=Homo sapiens OX=9606 GN=ABI2 PE=1 SV=2,cell growth,cytosol;endoplasmic reticulum;membrane;nucleus,structural molecule activity,100478728; 101098245; 101127082; 10152; 105712797; 109265196; 459892,ABI2,Regulation of actin cytoskeleton,NA,ENSAMEG00000012960; ENSANAG00000037183; ENSCAFG00030021014; ENSFCAG00000012982; ENSG00000138443; ENSGGOG00000016384; ENSLAFG00000015117; ENSLCNG00005015506; ENSPLOG00000010377; ENSPPAG00000030582; ENSPPRG00000024330; ENSPPYG00000013094; ENSPTRG00000012830
Q6P9B9,0.16666666666666666,6,535592.03125,2.0732478354935804e-6,3.3867939412987558,1.759920213312803,0.14859043750737824,0.6638855679885327,raw,242761.875,269700.875,322249.34375,1091392.125,350788,936659.96875,Integrator complex subunit 5 OS=Homo sapiens OX=9606 GN=INTS5 PE=1 SV=1,cellular component movement;cellular homeostasis;metabolic process,cytoskeleton;cytosol;membrane;nucleus,NA,80789,INTS5,NA,RNA polymerase II transcribes snRNA genes,ENSG00000185085
A0A669KB77,0.16666666666666666,6,739120.0859375,2.861093946381882e-6,3.380923016155422,1.7574171663421267,1,1,raw,NA,NA,275323.59375,951560.875,798748,930847.875,Microtubule-associated protein OS=Homo sapiens OX=9606 GN=MAP2 PE=1 SV=1,cell growth;defense response,endoplasmic reticulum;nucleus,motor activity,NA,MAP2,Melatonin metabolism and effects; Neurogenesis regulation in the olfactory epithelium; Sudden infant death syndrome (SIDS) susceptibility pathways,NA,ENSG00000078018
P02792,0.5,6,978631.765625,3.7882307268313974e-6,3.3740154352379386,1.7544665735929632,0.05278113946079636,0.6429522395902524,raw,983206.6875,126989.4375,408671.21875,1080076.75,1893983.5,1378863,Ferritin light chain OS=Homo sapiens OX=9606 GN=FTL PE=1 SV=2,conjugation;metabolic process,cell surface;cytosol;mitochondrion;nucleus,structural molecule activity,2512,FTL,Nuclear receptors meta-pathway; NRF2 pathway; Ferroptosis; Neurodegeneration with brain iron accumulation (NBIA) subtypes pathway,Scavenging by Class A Receptors; Neutrophil degranulation; Golgi Associated Vesicle Biogenesis; Iron uptake and transport,ENSG00000087086
Q9H000,0,6,973063.2125,3.7666751583396617e-6,3.3007744799954706,1.7228045721543204,0.120445307635552,0.6445597830897484,raw,344257.375,NA,479614.5625,1991904.25,1323005.8125,726534.0625,Probable E3 ubiquitin-protein ligase makorin-2 OS=Homo sapiens OX=9606 GN=MKRN2 PE=1 SV=2,cell organization and biogenesis;cellular component movement;cellular homeostasis;development;metabolic process,membrane;nucleus,structural molecule activity,23609,MKRN2,NA,NA,ENSG00000075975
O43929,0,6,1296062.84375,5.016989291638835e-6,3.281945317307901,1.7145512013422006,0.04904085827586945,0.6429522395902524,raw,853385.34375,274727.21875,641745.5625,2106173.84375,1294099.71875,2606245.375,Origin recognition complex subunit 4 OS=Homo sapiens OX=9606 GN=ORC4 PE=1 SV=2,cell proliferation;cellular homeostasis,cytosol;membrane;nucleus,RNA binding;structural molecule activity,5000,ORC4,Cell cycle; G1 to S cell cycle control; DNA replication,Orc1 removal from chromatin; Activation of ATR in response to replication stress; Activation of the pre-replicative complex; E2F-enabled inhibition of pre-replication complex formation; Assembly of the ORC complex at the origin of replication; CDC6 association with the ORC:origin complex,ENSG00000115947
Q86W10,0.6666666666666666,6,181735.7640625,7.034893304797468e-7,3.27540283288922,1.711672350702658,0.2677874361292911,0.7473260925206285,raw,114660.921875,88252.359375,73711.1484375,NA,214325.171875,417729.21875,Cytochrome P450 4Z1 OS=Homo sapiens OX=9606 GN=CYP4Z1 PE=2 SV=1,cellular homeostasis,cytoskeleton;extracellular,structural molecule activity,199974,CYP4Z1,Oxidation by cytochrome P450; Metapathway biotransformation Phase I and II,NA,ENSG00000186160
Q9NP58,0,6,3275099.7991536465,1.2677734494618205e-5,3.246121844640524,1.698717153108165,0.08700696706878759,0.6429522395902524,raw,1846816.578125,1679576.14453125,1339066.84375,6452225.99609375,2880804.41992188,5452108.8125,"ATP-binding cassette sub-family B member 6, mitochondrial OS=Homo sapiens OX=9606 GN=ABCB6 PE=1 SV=1",cell growth;cellular homeostasis;coagulation;conjugation;defense response;metabolic process,cell surface;cytoplasm;cytoskeleton;cytosol;endosome;extracellular;membrane;mitochondrion,catalytic activity;structural molecule activity,10058,ABCB6,NA,Mitochondrial ABC transporters; Defective ABCB6 causes MCOPCB7,ENSG00000115657
A1XBS5,0,6,667301.340625,2.5830874608867615e-6,3.2454301405976507,1.698409701824262,0.0032773595100595,0.6429522395902524,raw,NA,235734.359375,322982.09375,994369.3125,979060.6875,804360.25,Protein FAM92A OS=Homo sapiens OX=9606 GN=FAM92A PE=1 SV=2,cell growth;defense response;metabolic process,cytoskeleton;endoplasmic reticulum;endosome;membrane;nucleus,structural molecule activity,137392,CIBAR1,Genes related to primary cilium development (based on CRISPR),NA,ENSG00000188343
Q8TCD1,0.5,6,2000761.2604166667,7.744838814754605e-6,3.218541850051667,1.6864072280427347,0.0012657289747385668,0.6429522395902524,raw,923087.1875,1363625.375,816531.25,3160410.5,2628040,3112873.25,UPF0729 protein C18orf32 OS=Homo sapiens OX=9606 GN=C18orf32 PE=1 SV=1,NA,extracellular;nucleus,NA,497661,C18orf32,NA,NA,ENSG00000177576
Q9P0K7,0,6,4626961.5546875,1.7910718361099348e-5,3.197259396037365,1.676835795790491,0.008186578794827683,0.6429522395902524,raw,2600961.8125,1285317.09375,2449362.484375,8315949.59375,5786499.65625,7323678.6875,Ankycorbin OS=Homo sapiens OX=9606 GN=RAI14 PE=1 SV=2,metabolic process,cytosol;endoplasmic reticulum;membrane;nucleus,motor activity,26064,RAI14,NA,NA,ENSG00000039560
Q9NRY6,0,6,548263.734375,2.1222993141248233e-6,3.191067994992155,1.6740393497619663,0.10328945333446048,0.6429522395902524,raw,616481.953125,149066.125,240073.4375,880635.125,475680.140625,927645.625,Phospholipid scramblase 3 OS=Homo sapiens OX=9606 GN=PLSCR3 PE=1 SV=2,cell growth;cellular homeostasis;conjugation;metabolic process,cytoplasm;cytoskeleton;cytosol;endosome;membrane,catalytic activity;structural molecule activity,57048,PLSCR3,Complement system in neuronal development and plasticity,NA,ENSG00000187838; ENSG00000284009
Q9GZP9,0,6,690173.484375,2.6716242944391847e-6,3.183109259574057,1.6704366780358357,1,1,raw,NA,329981.09375,NA,NA,1050365.875,NA,Derlin-2 OS=Homo sapiens OX=9606 GN=DERL2 PE=1 SV=1,cell organization and biogenesis;cellular homeostasis;coagulation;conjugation;development;metabolic process,cytoskeleton;extracellular;mitochondrion,structural molecule activity,51009,DERL2,NA,ABC-family proteins mediated transport; Hedgehog ligand biogenesis; Hh mutants are degraded by ERAD; Defective CFTR causes cystic fibrosis; ER Quality Control Compartment (ERQC),ENSG00000072849
O15460,0,6,5430477.552083333,2.102108540389761e-5,3.1798182296626516,1.668944298006669,0.012952110359178882,0.6429522395902524,raw,1981800.25,3698061.8125,2527494.40625,8868179.59375,6301764.5625,9205564.6875,Prolyl 4-hydroxylase subunit alpha-2 OS=Homo sapiens OX=9606 GN=P4HA2 PE=1 SV=1,cell organization and biogenesis;cellular homeostasis,cytosol;extracellular;membrane;nucleus,structural molecule activity,8974,P4HA2,VEGFA-VEGFR2 signaling pathway; Amino acid metabolism; Type I collagen synthesis in the context of osteogenesis imperfecta,Collagen biosynthesis and modifying enzymes,ENSG00000072682
P29372,0.16666666666666666,6,880297.9088541666,3.4075856764745806e-6,3.1752294309443396,1.6668608397358045,0.008773219672340462,0.6429522395902524,raw,531024.8125,274121.375,414684.28125,1316717.734375,1133856.59375,1611382.65625,DNA-3-methyladenine glycosylase OS=Homo sapiens OX=9606 GN=MPG PE=1 SV=3,cell proliferation;cellular homeostasis;coagulation,cytosol;endosome;membrane,RNA binding;structural molecule activity,4350,MPG,"Base excision repair; DNA repair pathways, full network",Recognition and association of DNA glycosylase with site containing an affected purine; Cleavage of the damaged purine; Displacement of DNA glycosylase by APEX1,ENSG00000103152
A0A087WU02,0,6,875486.2734375,3.388960095564599e-6,3.1596720089499013,1.6597748066237454,0.20892976508832373,0.6992407460617286,raw,620781.9921875,279953.0546875,469055.9609375,1961467.484375,402090.5234375,1519568.625,Endoplasmic reticulum-Golgi intermediate compartment protein 2 OS=Homo sapiens OX=9606 GN=ERGIC2 PE=1 SV=1,NA,NA,NA,NA,NA,NA,NA,NA
Q9BW04,0,6,389217.1354166667,1.5066385167387905e-6,3.154863814020006,1.6575777297471177,0.07170993723365346,0.6429522395902524,raw,184600.5,233723.421875,147537.328125,582389.4375,388084,798968.125,Specifically androgen-regulated gene protein OS=Homo sapiens OX=9606 GN=SARG PE=1 SV=2,NA,cytoplasm;cytoskeleton;cytosol;nucleus,NA,79098,SARG,NA,NA,ENSG00000182795
X6REH9,0.16666666666666666,6,700772.390625,2.71265208828094e-6,3.0889923898040994,1.627136316674385,1,1,raw,NA,288765.5625,NA,930278.5625,692050.8125,891994.625,Ubiquitin-conjugating enzyme E2 W OS=Homo sapiens OX=9606 GN=UBE2W PE=1 SV=1,NA,NA,NA,55284,UBE2W,NA,NA,ENSG00000104343
E7ESC7,0,6,849319.8828125,3.2876714102207378e-6,3.084476433337133,1.6250256235297327,0.38749611640399223,0.87285603487553165,raw,1320913.90625,235780.625,222754.171875,716794.6875,727259.78125,1872416.125,E3 ubiquitin-protein transferase MAEA OS=Homo sapiens OX=9606 GN=MAEA PE=1 SV=1,cell organization and biogenesis;cellular homeostasis;metabolic process,membrane;nucleus,motor activity;structural molecule activity,NA,MAEA,Ciliary landscape,NA,ENSG00000090316
A0A087X256,0,6,555143.9296875,2.1489321787067003e-6,3.0824164804375975,1.6240618046391795,0.018360005644887906,0.6429522395902524,raw,450191.484375,230027.125,201155.15625,620043.96875,973201.96875,856243.875,WASH complex subunit 4 OS=Homo sapiens OX=9606 GN=WASHC4 PE=1 SV=1,NA,membrane;nucleus,NA,23325,WASHC4,NA,NA,ENSG00000136051
